CID,MW,MF,TPSA,XL,HAC,HBDC,HBAC,RBC,SMILES,Charge,CBUC
2819469,337.8,C12H16ClNO4S2,106,2.2,20,1,5,8,CNC(=O)OCCSCCS(=O)(=O)C1=CC=C(C=C1)Cl,0,1
9606860,347.8,C15H10ClN3O3S,122,3.1,23,2,5,3,C1=CSC(=C1)C(=O)NN=C2C(=CC3=C(O2)C=CC(=C3)Cl)C(=O)N,0,1
26500904,312.28,C15H12N4O4,117,1.6,23,2,5,3,C1=CC=C(C(=C1)C=CC(=O)NNC(=O)C2=CC=NC=C2)[N+](=O)[O-],0,1
7661441,303.39,C14H17N5OS,98,2.7,21,1,5,5,CC1=C(C=C(C=C1)N2C(=NN=N2)SCC(=O)NC3CC3)C,0,1
6310010,334.3,C19H14N2O4,90.2,2.2,25,2,5,2,C1CN2C(=NC3=C(C2=O)C=CC(=C3)C(=O)O)C1=CC4=CC(=CC=C4)O,0,1
6467017,267.3,C12H13NO4S,65.9,1.8,18,0,4,4,COC1=CC(=C(C=C1)S(=O)(=O)N2C=CC=C2)OC,0,1
4349000,346.5,C18H22N2OS2,84.8,4.2,23,1,3,5,COC1=CC=CC=C1NC(=S)N(CC2=CC=CS2)C3CCCC3,0,1
6498558,339.2,C14H12Cl2N4O2,84,1.6,22,2,4,5,C1=CC(=C(C=C1Cl)Cl)C(=O)NCCNC(=O)C2=NC=CN=C2,0,1
16682270,278.17,C12H17Cl2NO2,21.7,NULL,17,1,3,3,COC1=C(C=C(C=C1)Cl)CN2CCOCC2.Cl,0,2
2498562,276.36,C14H16N2O2S,80.4,2.8,19,1,4,5,CC1=CC=CC=C1CSCC(=O)NC2=NOC(=C2)C,0,1
135520015,297.4,C16H15N3OS,79.6,2.7,21,1,4,3,CC1=CC2=C(C(=C1)CSC3=NC(=CC(=O)N3)C)N=CC=C2,0,1
2969904,316.78,C14H21ClN2O4,87.3,NULL,21,3,5,6,C1CCC(C1)NCC(COC2=CC=C(C=C2)[N+](=O)[O-])O.Cl,0,2
9613373,292.69,C14H10ClFN2O2,61.7,3.8,20,2,5,4,C1=CC(=C(C(=C1)Cl)C=NNC2=CC=C(C=C2)C(=O)O)F,0,1
2725200,252.38,C13H20N2OS,76.4,2.2,17,3,2,3,CC1=C(C(=CC=C1)C)NC(=S)NC(C)(C)CO,0,1
17252686,274.29,C15H15FN2O2,55.1,3,20,1,4,3,C1CCC(C1)NC(=O)C2=NOC(=C2)C3=CC=C(C=C3)F,0,1
6905683,346.8,C17H15ClN2O4,88,3,24,2,5,7,C1=CC(=CC=C1CC(=O)NN=CC2=CC=C(C=C2)OCC(=O)O)Cl,0,1
6884619,235.2,C8H9N7O2,124,0.2,17,2,7,4,C1=COC(=C1)C=NNC(=O)CN2N=C(N=N2)N,0,1
1507408,339.4,C19H18FN3O2,48.7,3,25,0,6,3,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C4=C(C(=CC=C4)F)C#N,0,1
2897589,268.33,C12H16N2O3S,83.6,0.7,18,2,3,2,CC1(CCS(=O)(=O)C1)NC(=O)NC2=CC=CC=C2,0,1
2426399,317.4,C18H23NO4,83.5,3.5,23,2,4,6,CC(=O)C1=CC=CC=C1NC(=O)CC2(CCCCC2)CC(=O)O,0,1
4799628,336.81,C16H21ClN4O2,61.6,0.5,23,1,4,4,CC(=O)N1CCN(CC1)CC2=NC3=C(N2CCO)C=C(C=C3)Cl,0,1
562638,285.4,C18H23NO2,41.5,3,21,2,3,7,CC(CCC1=CC(=C(C=C1)O)OC)NCC2=CC=CC=C2,0,1
6875782,367.4,C21H25N3O3,71,3.9,27,1,4,4,CCOC1=CC=C(C2=CC=CC=C21)C=NNC(=O)C(=O)N3CCCCCC3,0,1
3264798,214.26,C13H14N2O,34.9,2.4,16,0,2,2,CC1=C(C=C(C=C1)C(=O)C2=NC=CN2C)C,0,1
2255904,348.5,C22H22NOS+,46.2,5.3,25,0,2,7,CC1=CC=C(C=C1)SCCC2=CC=[N+](C=C2)CC(=O)C3=CC=CC=C3,1,1
6468313,257.72,C11H16ClN3O2,56.2,1.3,17,1,3,3,CC(C1CCCO1)NC(=O)C2=C(C=NN2C)Cl,0,1
2391428,322.78,C16H19ClN2O3,68.3,3.1,22,1,4,7,C1CCC(=CC1)CCNC(=O)COC(=O)C2=CN=C(C=C2)Cl,0,1
674471,321.4,C19H19N3O2,67,3.2,24,2,3,6,COC1=CC=C(C=C1)C=CC(=O)NCCC2=NC3=CC=CC=C3N2,0,1
2162320,314.34,C16H18N4O3,84,2,23,0,4,2,CC1=C(C(=NN1CC(=O)N2CCC3=CC=CC=C3C2)C)[N+](=O)[O-],0,1
4518923,327.33,C17H17N3O4,92.6,1.1,24,3,4,4,CC1=C(C(NC(=O)N1)C2=CC=CO2)C(=O)NC3=CC=CC=C3OC,0,1
4084703,332.4,C14H18F2N2OS2,81.9,3.7,21,1,5,3,CC1CN(CC(O1)C)C(=S)NC2=CC=C(C=C2)SC(F)F,0,1
24978994,344.4,C18H20N2O3S,74.9,2.8,24,1,4,4,CC1=C(C(=CC=C1)NS(=O)(=O)C2=CC=C(C=C2)C(=O)N3CCC3)C,0,1
837212,296.1,C14H11Cl2NO2,49.3,4,19,2,2,2,CC1=C(C=C(C=C1)NC(=O)C2=C(C=C(C=C2)Cl)Cl)O,0,1
9685809,259.22,C12H9N3O4,100,1.7,19,1,5,3,C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)NN=CC2=COC=C2,0,1
16189110,296.5,C16H28N2OS,55,2.7,20,1,4,7,CC(C)CCN1CCN(CC1CCO)CC2=CC=CS2,0,1
1457516,390.5,C19H26N4O3S,104,2.7,27,1,6,10,CCN1C(=NN=C1SCC(=O)NC2=C(C=CC(=C2)OCC)OCC)C3CC3,0,1
23724211,314.2,C14H17Cl2N3O,39.3,NULL,20,2,2,1,CN1CCN(CC1)C(=O)C2=CC3=C(N2)C=CC(=C3)Cl.Cl,0,2
5424915,243.26,C12H13N5O,72.2,0.6,18,1,4,3,CC(=NNC(=O)C1=NN(C=C1)C)C2=CC=NC=C2,0,1
4911805,301.34,C17H19NO4,64.599,2.5,22,1,4,5,CCC1=CC(=O)OC2=C1C(=CC(=C2)C)OCC(=O)NC3CC3,0,1
2815489,310.33,C17H15FN4O,59,2.9,23,2,3,3,CN1C(=CC(=N1)C2=CC=CC=C2)NC(=O)NC3=CC=CC=C3F,0,1
2985439,314.4,C19H26N2O2,49.4,2.5,23,1,2,5,C1CCC(CC1)N2CC(CC2=O)C(=O)NCCC3=CC=CC=C3,0,1
2468821,258.3,C13H10N2O2S,72.5,3.4,18,0,5,3,COC1=CC=CC=C1OC2=C3C=CSC3=NC=N2,0,1
2079661,338.8,C14H15ClN4O2S,99.1,2.3,22,2,4,6,C1CC1N2C(=O)NN=C2SCC(=O)NCC3=CC=CC=C3Cl,0,1
2565406,325.5,C15H23N3OS2,93.9,2.3,21,2,4,6,CSCCCNC(=S)NC1=CC=C(C=C1)N2CCOCC2,0,1
4908437,294.76,C12H11ClN4OS,93.1,1.7,19,1,5,4,CSC1=NC=C(C(=N1)C(=O)NCC2=CN=CC=C2)Cl,0,1
2090851,282.29,C16H14N2O3,64.4,3.2,21,1,4,4,CC1=CC(=NO1)NC(=O)COC2=CC3=CC=CC=C3C=C2,0,1
2992448,360.4,C21H20N4O2,74.7,3.6,27,1,5,4,CC1=NN2C(=C(C=NC2=C1C3=CC(=C(C=C3)OC)OC)C4=CC=CC=C4)N,0,1
6460126,299.3,C16H14FN3O2,62.3,0.9,22,1,4,3,C1C(CN(C1=O)C2=CC=C(C=C2)F)C(=O)NC3=CN=CC=C3,0,1
4589025,272.4,C15H16N2OS,73.2,1.9,19,2,2,1,CC1=CC=CC=C1C2C3=C(CCCC3=O)NC(=S)N2,0,1
16412761,286.17,C11H16BrN3O,28.5,1,16,0,2,1,CN1CCN(CC1)C(=O)C2=CC(=CN2C)Br,0,1
4659759,364.4,C19H16N4O4,85.7,2.4,27,1,5,3,CN1C2=C(C(=O)NC1=O)N3CC(OC3=N2)COC4=CC5=CC=CC=C5C=C4,0,1
6490912,316.35,C17H20N2O4,80.6,2.3,23,2,4,8,CC1=CC(=CC=C1)OCC(=O)NCCCNC(=O)C2=CC=CO2,0,1
4066523,339.8,C14H14ClN3O3S,89.4,1.3,22,1,4,3,CCC(=O)NC1=C2CS(=O)(=O)CC2=NN1C3=CC(=CC=C3)Cl,0,1
2034999,307.3,C18H17N3O2,78,3.4,23,3,3,3,CC1=CC(=C(C=C1)C)NC(=O)C2=CC(=NN2)C3=CC=CC=C3O,0,1
7091064,254.26,C15H11FN2O,45.8,2.8,19,0,3,3,CN1C=CC=C1C(=O)C(=CC2=CC=C(C=C2)F)C#N,0,1
788210,326.23,C14H9F3N2O4,84.2,3.8,23,1,7,3,C1=CC=C(C(=C1)NC(=O)C2=CC=C(C=C2)[N+](=O)[O-])OC(F)(F)F,0,1
1951440,285.4,C18H23NO2,29.5,3.3,21,0,3,2,CC1CCN(CC1)CC2=CC(=O)OC3=CC(=CC(=C23)C)C,0,1
1472456,291.33,C12H13N5O2S,124,1.7,20,3,5,2,CC1=CC=C(C=C1)NC(=O)NNC(=O)C2=C(N=NS2)C,0,1
751717,263.4,C14H21N3S,50.6,3.3,18,1,2,3,CCCN1CNC(=S)N(C1)C2=C(C=C(C=C2)C)C,0,1
5340771,284.27,C14H12N4O3,100,1.8,21,1,5,3,CC(=NNC(=O)C1=CC(=CC=C1)[N+](=O)[O-])C2=CN=CC=C2,0,1
4834852,313.8,C15H20ClNO2S,54.6,4.2,20,1,3,4,CC(C1CC2CCC1C2)NS(=O)(=O)C3=CC=CC=C3Cl,0,1
3954948,330.34,C16H18N4O4,98.8,1.5,24,0,5,2,CC1CCCCN1C(=O)CN2C=NC3=C(C2=O)C=CC(=C3)[N+](=O)[O-],0,1
6471738,336.8,C17H21ClN2O3,49.8,1.6,23,0,3,2,CC1CN(CC(O1)C)C(=O)C2CC(=O)N(C2)C3=CC=C(C=C3)Cl,0,1
6464670,304.21,C11H14BrNO2S,66.6,2.7,16,1,3,3,CC(C1CCCO1)NC(=O)C2=CC(=CS2)Br,0,1
20939974,284.4,C18H24N2O,44.9,4.2,21,2,1,2,CC1CCC(CC1)NC(=O)C2=CC3=C(C=C2)NC(=C3C)C,0,1
16189087,348.3,C16H14F2N4O3,94,1.5,25,1,8,6,CC1=CC(=NO1)C2=NN=C(O2)CCC(=O)NCC3=CC(=C(C=C3)F)F,0,1
2978606,260.29,C10H13FN2O3S,67,0.5,17,1,6,3,C1COCCN1S(=O)(=O)NC2=CC=C(C=C2)F,0,1
725651,305.25,C16H10F3NO2,42.2,4.4,22,1,5,2,C1=CC=C2C(=C1)C=C(O2)C(=O)NC3=CC=CC=C3C(F)(F)F,0,1
850032,292.36,C14H16N2O3S,76.7,2.1,20,1,5,4,CC1=C(C=CC(=C1C)S(=O)(=O)NC2=CC=NC=C2)OC,0,1
25237226,327.4,C18H21N3O3,72.8,2.4,24,1,5,8,CCOC1=C(C=C(C=C1)CC(=O)NN=CC2=CN=CC=C2)OCC,0,1
22433699,264.21,C11H9FN4O3,99.3,-0.1,19,4,4,2,C1=CC(=CC(=C1)F)NC(=O)NC2=CNC(=O)NC2=O,0,1
2644916,306.4,C13H14N4OS2,120,3,20,2,6,6,C1CC1NC(=O)CSC2=NN=C(S2)NC3=CC=CC=C3,0,1
2963335,299.31,C11H13N3O5S,130,0.3,20,2,5,2,C1CS(=O)(=O)CC1NC(=O)NC2=CC(=CC=C2)[N+](=O)[O-],0,1
931004,317.3,C15H12FN3O2S,107,1.3,22,2,5,4,CC1=CC(=O)NC(=C1C#N)SCC(=O)NC2=CC=C(C=C2)F,0,1
9633673,352.76,C12H12ClF3N4OS,112,1.6,22,3,6,4,CC(=NNC(=S)N)CC(=O)NC1=C(C=C(C=C1)Cl)C(F)(F)F,0,1
1810025,282.3,C15H14N4O2,76,1.2,21,2,3,2,CC1=CC(=C(N1C2=CN=CC=C2)C)C=C3C(=O)NC(=O)N3,0,1
2920402,340.8,C19H17ClN2O2,62.2,4.2,24,2,3,3,CC1=CC=C(C=C1)C(C2=CC(=C3C=CC=NC3=C2O)Cl)NC(=O)C,0,1
2435403,315.4,C15H13N3OS2,122,3.1,21,2,5,4,C1=CC=C2C(=C1)N=C(S2)SCC3=CC=C(C=C3)C(=O)NN,0,1
223280,253.25,C12H15NO5,85.5,1.6,18,1,5,7,CCOC(=O)C1=C(NC(=C1C)C(=O)OCC)C=O,0,1
2084939,326.8,C13H15ClN4O2S,99.1,2.7,21,2,4,6,CCCN1C(=O)NN=C1SCC(=O)NC2=CC=C(C=C2)Cl,0,1
2805204,317.7,C17H13ClFNO2,46.3,4,22,1,4,3,CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(C3=CC=C(C=C3)F)O,0,1
135407280,243.29,C12H9N3OS,90.6,1.8,17,1,4,2,CSC1=NC(=C(C(=O)N1)C#N)C2=CC=CC=C2,0,1
1949842,378.5,C18H22N2O3S2,116,4.7,25,1,5,6,CCOC(=O)C1=C(N(C(=S)S1)C)NC(=O)C2=CC=C(C=C2)C(C)(C)C,0,1
2401476,317.34,C17H19NO5,77.8,2.5,23,1,5,7,CC1=CC(=C(O1)C)C(=O)OCC(=O)NCC2=CC=CC=C2OC,0,1
4982922,340.4,C20H21FN2O2,49.4,3.3,25,1,3,3,CC(C)CC(=O)N1CC(=O)NC2=C(C1C3=CC=CC=C3)C=C(C=C2)F,0,1
744054,237.28,C10H11N3O2S,96.3,1.7,16,1,5,3,CC(C)C(=O)NC1=NN=C(S1)C2=CC=CO2,0,1
2921371,374.4,C16H14N4O5S,144,1.9,26,0,8,4,CC1=NC(=NC=C1)SC2CC(=O)N(C2=O)C3=C(C=C(C=C3)[N+](=O)[O-])OC,0,1
6104407,299.2,C14H16Cl2N2O,23.6,2.9,19,0,2,2,CN1CCN(CC1)C(=O)C=CC2=CC(=C(C=C2)Cl)Cl,0,1
2576233,324.4,C19H20N2O3,58.6,2.2,24,1,3,4,COC1=CC=C(C=C1)C(=O)NCC(=O)N2CCC3=CC=CC=C3C2,0,1
940499,268.31,C15H16N4O,59.8,2.1,20,1,3,2,CCN1C2=NC3=C(C=CC=C3C=C2C(=N1)NC(=O)C)C,0,1
135448689,215.21,C11H9N3O2,66.5,1.1,16,2,3,1,COC1=CC=CC2=C1C3=C(N2)C(=O)NC=N3,0,1
1791680,355.4,C14H17N3O4S2,145,1.6,23,3,5,4,CC(=O)NS(=O)(=O)C1=CC=C(C=C1)NC(=S)NC(=O)C2CCC2,0,1
775093,301.14,C14H9BrN2O,32.7,2.9,18,0,2,1,C1=CC=C2C(=C1)C(=O)N(C=N2)C3=CC(=CC=C3)Br,0,1
25237610,299.2,C14H16Cl2N2O,41.5,4.2,19,1,2,3,CC(=NNC(=O)C1CCCC1)C2=C(C=C(C=C2)Cl)Cl,0,1
2960528,259.26,C13H13N3O3,71.2,1.7,19,0,5,1,C1COCCN1C2=C3C=CC=C(C3=NC=C2)[N+](=O)[O-],0,1
2115754,330.4,C17H15FN2O2S,76,3.2,23,1,5,5,C1CSC(=N1)NC(=O)C2=CC=CC=C2OCC3=CC=C(C=C3)F,0,1
706607,290.3,C18H14N2O2,55.1,3.5,22,1,3,4,C1=CC=C(C=C1)C2=NN(C=C2C=CC(=O)O)C3=CC=CC=C3,0,1
20868682,294.35,C17H18N4O,59.3,3.2,22,1,3,4,CC(C)CC(=O)NC1=CC=C(C=C1)C2=CN3C=CC=NC3=N2,0,1
3563299,291.3,C15H17NO5,73.9,1.2,21,1,5,6,COC(=O)CC(C1=CC2=C(C=C1)OCO2)NC(=O)C3CC3,0,1
2228376,334.4,C21H22N2O2,62,3.3,25,2,2,7,CC1=C(C2=CC=CC=C2N1)CCNC(=O)CCC(=O)C3=CC=CC=C3,0,1
766586,345.4,C21H19N3O2,71.1,3.9,26,2,3,4,CC1=CC=CC=C1NC(=O)C2=NC(=CC=C2)C(=O)NC3=CC=CC=C3C,0,1
6901641,319.34,C14H13N3O4S,131,2,22,2,6,6,COC1=C(C=CC(=C1)C=NNC(=O)N)OC(=O)C2=CC=CS2,0,1
761224,318.4,C16H22N4OS,70.9,1.3,22,1,3,4,CCN(CC)C(=S)NC1=C(N(N(C1=O)C2=CC=CC=C2)C)C,0,1
2098997,343.8,C17H14ClN3OS,80.2,4.2,23,1,4,4,CC1=CC(=NC2=CC=CC=C12)SCC(=O)NC3=C(N=CC=C3)Cl,0,1
23724264,287.18,C10H11BrN2OS,54.1,NULL,15,0,3,3,C[N+]1=CN(C=C1)CC(=O)C2=CC=CS2.[Br-],0,2
6873491,277.71,C12H12ClN5O,72.2,1.4,19,1,4,3,CC1=NN(C(=C1Cl)C(=O)NN=CC2=CN=CC=C2)C,0,1
4252437,346.69,C12H10ClF3N6O,75.8,2.1,23,0,8,3,CC1=NN(C(=O)N1N(C)C2=C(C=C(C=N2)C(F)(F)F)Cl)CC#N,0,1
4879578,342.4,C19H22N2O4,76.7,1.8,25,2,4,7,CC(=O)NC(CC(=O)NC1=C(C=CC(=C1)OC)OC)C2=CC=CC=C2,0,1
6471094,261.36,C15H23N3O,44.4,2.8,19,2,2,4,CC1=CC(=CC=C1)NC(=O)NCCN2CCCCC2,0,1
784317,338.5,C22H27FN2,6.5,5,25,0,3,3,C1CC(CCC1C2=CC=CC=C2)N3CCN(CC3)C4=CC=C(C=C4)F,0,1
2521689,260.329,C15H20N2O2,49.4,1.3,19,1,2,4,CC1=C(C(=CC=C1)NC(=O)CN(C)C(=O)C2CC2)C,0,1
7760126,301.8,C9H8ClN5OS2,147,1.7,18,2,7,4,C1=CC(=C(N=C1)Cl)NC(=O)CSC2=NN=C(S2)N,0,1
1432472,326.4,C17H18N4OS,96,3.1,23,2,4,5,CC(C)NC(=O)CSC1=C(C=CC=N1)C2=NC3=CC=CC=C3N2,0,1
2817968,234.25,C15H10N2O,42.8,3.1,18,0,3,2,C1=CC=C2C(=C1)C=CC(=N2)C(=O)C3=CC=CC=N3,0,1
693288,259.269,C12H16F3N3,32.5,2.1,18,1,6,1,CN1CCN(CC1)C2=C(C=C(C=C2)C(F)(F)F)N,0,1
1486407,287.31,C12H14FNO4S,72.1,0.4,19,0,5,3,C1COCCN1C(=O)CS(=O)(=O)C2=CC=C(C=C2)F,0,1
2077861,313.31,C16H15N3O4,91.8,1.5,23,2,5,3,CN1CC2=C(NC1=O)N=CC(=C2)C(=O)C3=C(C=CC(=C3)OC)O,0,1
2804987,197.24,C12H11N3,41.6,2.4,15,0,2,1,CC1=CC(=NN1C2=CC=CC=C2C#N)C,0,1
808459,268.74,C13H17ClN2O2,32.8,1.8,18,0,3,3,COCC(=O)N1CCN(CC1)C2=CC(=CC=C2)Cl,0,1
4669389,352.4,C21H24N2O3,58.6,3.8,26,1,3,5,CC1=C(C=C(C=C1)NC(=O)C2CCCN2C(=O)OCC3=CC=CC=C3)C,0,1
2413150,307.8,C15H14ClNO2S,74.4,3.4,20,1,3,5,CC1=C(C=CC=C1Cl)NC(=O)CCC(=O)C2=CC=CS2,0,1
753050,283.3,C16H13NO2S,78.4,3.9,20,1,4,3,CCC1=CC=C(S1)C2=NC3=CC=CC=C3C(=C2)C(=O)O,0,1
3142728,290.39,C14H18N4OS,85.1,2.3,20,1,4,4,CC1=CC=C(C=C1)NC(=O)C(C)SC2=NN=C(N2C)C,0,1
755367,253.36,C13H19NO2S,45.8,2.7,17,0,3,2,CC1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)C,0,1
890984,320.18,C15H14BrNO2,38.3,3.4,19,1,2,5,C1=CC=C(C=C1)OCCC(=O)NC2=CC=C(C=C2)Br,0,1
2913357,354.7,C14H18Cl3NO3,38.8,NULL,21,1,4,5,CC(CN1CCOCC1)OC(=O)C2=C(C=C(C=C2)Cl)Cl.Cl,0,2
2819077,315.19,C11H11BrN2O2S,78.3,2.3,17,1,4,4,CCNC=C(C#N)S(=O)(=O)C1=CC=C(C=C1)Br,0,1
4535713,316.4,C16H16N2OS2,83.9,3.4,21,0,3,3,CC1=C(C=C(C=C1)N2C(=O)CN(C2=S)CC3=CC=CS3)C,0,1
2743111,370.2,C15H17Cl2N5O2,71.4,2.7,24,2,4,3,CC1=CC(=NN1C2=C(C=CC=C2Cl)Cl)NC(=O)NN3CCOCC3,0,1
2431158,283.71,C13H14ClNO4,72.5,1.3,19,1,4,7,CNC(=O)COC(=O)CCC(=O)C1=CC=C(C=C1)Cl,0,1
917461,257.279,C15H15NO3,55.4,2,19,1,3,2,CC1=CC=CC=C1NC(=O)C2=C(OC(=O)C=C2C)C,0,1
135671630,275.35,C15H21N3O2,64.9,2,20,2,4,4,CC(=NNC(=O)CN1CCCCC1)C2=CC=CC=C2O,0,1
8302771,309.4,C12H11N3O3S2,135,2,20,1,7,5,COC1=CC=CC=C1C(=O)NC(=O)CSC2=NN=CS2,0,1
743045,269.26,C13H11N5O2,92.4,1.9,20,2,6,3,CC1=NC2=NC=NN2C(=C1)NC3=CC=CC(=C3)C(=O)O,0,1
4961852,242.3,C10H14N2O3S,77.4,0,16,0,4,2,CC1=C(C(=NN1C2CCS(=O)(=O)C2)C)C=O,0,1
4427507,293.7,C14H12ClNO4,68.4,2.9,20,1,4,6,COC1=C(C=C(C=C1)Cl)C(=O)OCC(=O)C2=CC=CN2,0,1
8009048,353.4,C19H23N5O2,78.4,1.7,26,1,5,4,CC1=CC(=CC=C1)C(=O)NC(C)C(=O)N2CCN(CC2)C3=NC=CC=N3,0,1
6467181,295.4,C11H13N5OS2,126,1.7,19,1,6,6,CC1=NN=C(N1CC=C)SCC(=O)NC2=NC=CS2,0,1
833967,280.4,C18H20N2O,32.299,3.7,21,1,2,3,CC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N3CCCC3,0,1
6498663,287.31,C15H17N3O3,84.2,1.3,21,2,4,6,CC1=NC=C(C=C1)C(=O)NCCCNC(=O)C2=CC=CO2,0,1
1481851,319.4,C19H17N3O2,47.4,3.2,24,0,3,3,CC1=NN2C3=CC=CC=C3C(=O)N(C2=C1)CC4=CC(=CC=C4)OC,0,1
4883725,340.4,C20H24N2O3,67.4,2.4,25,2,4,8,CC(COC)NC(C1=CC=CC=C1)C(=O)NC2=CC=CC(=C2)C(=O)C,0,1
1072933,269.32,C14H11N3OS,83.1,3.1,19,1,4,2,CC1=CC=C(C=C1)NC(=O)C2=CC3=C(C=C2)SN=N3,0,1
16188852,325.7,C17H12ClN3O2,68,3.4,23,1,4,2,C1CC2=C(C3=CC=CC=C31)ON=C2C(=O)NC4=C(N=CC=C4)Cl,0,1
1581799,343.33,C17H17N3O5,113,2.5,25,2,5,6,C1=CC=C(C=C1)CCC(=O)NNC(=O)COC2=CC=C(C=C2)[N+](=O)[O-],0,1
2740738,327.8,C19H18ClNO2,37.4,3.8,23,0,2,3,C1CN(CCC1C(=O)C2=CC=CC=C2)C(=O)C3=CC=C(C=C3)Cl,0,1
833145,218.25,C12H14N2O2,58.2,1.5,16,2,2,2,CC1=CC(=CC=C1)C(=O)NNC(=O)C2CC2,0,1
1353745,371.8,C19H14ClNO3S,94.6,5.5,25,2,4,4,CC1=CC=C(C=C1)C2=CSC(=C2C(=O)O)NC(=O)C3=CC=CC=C3Cl,0,1
1540950,283.36,C14H18FNO2S,54.6,3,19,1,4,5,C1CCC(=CC1)CCNS(=O)(=O)C2=CC=C(C=C2)F,0,1
2738272,290.36,C16H22N2O3,79.3,2,21,2,4,6,C1CCC(CC1)(CC(=O)NCC2=CC=NC=C2)CC(=O)O,0,1
5524230,321.4,C19H19N3O2,56,4.9,24,0,4,4,CC1=CC=C(C=C1)C(=O)ON=C(C)C2=C(N=C3N2C=CC(=C3)C)C,0,1
1511817,235.22,C10H10FN5O,72.7,0.4,17,1,5,4,C1=CC(=CC(=C1)F)NC(=O)CCN2C=NN=N2,0,1
2645864,273.28,C15H15NO4,68.5,2.5,20,1,4,5,CC1=CC(=C(O1)C)C(=O)OCC(=O)NC2=CC=CC=C2,0,1
2368997,331.4,C17H21N3O2S,84.1,2.1,23,1,5,6,CN(C)C1=CC=C(C=C1)C=NCCC2=CC=C(C=C2)S(=O)(=O)N,0,1
1534660,370.2,C16H14Cl2NO3P,55.4,3.9,23,1,3,5,COC(=O)NC(=C(Cl)Cl)P(=O)(C1=CC=CC=C1)C2=CC=CC=C2,0,1
3483755,334.3,C19H14N2O4,92.2,3.1,25,1,5,7,C1=CC=C(C(=C1)C#N)OCC(=O)OCC(=O)C2=CNC3=CC=CC=C32,0,1
6471576,345.8,C15H20ClNO4S,72.1,2.9,22,0,5,6,CCCS(=O)(=O)N1CCCC(C1)C(=O)OC2=CC=CC=C2Cl,0,1
16196670,244.32,C12H12N4S,79.8,2.5,17,0,4,3,CC1=NN=C(N1C2=CC=CC=C2)SC(C)C#N,0,1
715555,308.2,C12H10BrN3S,69,2.7,17,2,2,2,C1=CC=C(C(=C1)NC(=S)NC2=CN=CC=C2)Br,0,1
972596,305.4,C15H15NO4S,80.8,2.7,21,1,4,5,CCOC1=CC=C(C=C1)S(=O)(=O)NC(=O)C2=CC=CC=C2,0,1
16196762,368.9,C19H29ClN2O3,54.7,NULL,25,2,4,7,CCOC1=CC2=C(C=C1)OC(=C2C)C(=O)NCC(C)(C)CN(C)C.Cl,0,2
1472978,215.25,C12H13N3O,45.6,0.9,16,0,3,0,C1CCC2=NC3=C(C=CC=N3)C(=O)N2CC1,0,1
2375526,328.4,C16H22F2N2OS,56.6,4.8,22,1,4,5,CCN(C1CCCCC1)C(=S)NC2=CC=C(C=C2)OC(F)F,0,1
4382156,327.31,C17H14FN3O3,79.4,1.4,24,1,5,5,C1=CC=C(C(=C1)NC(=O)CCCN2C(=O)C3=C(C2=O)N=CC=C3)F,0,1
25163224,314.4,C18H22N2O3,66.5,2.9,23,1,3,3,CC1CCCCC1NC(=O)C(C)N2C(=O)C3=CC=CC=C3C2=O,0,1
766789,253.29,C16H15NO2,29.5,3.5,19,0,2,1,COC(=O)N1C2=CC=CC=C2CCC3=CC=CC=C31,0,1
28905,150.22,C9H14N2,25.8,1.9,11,0,2,2,CCC1=NC=C(N=C1CC)C,0,1
8076096,260.36,C14H16N2OS,70.2,3.7,18,1,3,2,CC1=CC(=C(C=C1)NC(=O)C2=C(N=C(S2)C)C)C,0,1
2784470,230.22,C12H10N2O3,70,2.4,17,1,5,2,CC1=CC(=O)C(=NN1C2=CC=CC=C2)C(=O)O,0,1
6463613,296.35,C12H16N4O3S,105,1.9,20,2,6,5,CC(C)C1=CC(=C(C=C1)OC)S(=O)(=O)NC2=NC=NN2,0,1
1244597,328.4,C17H16N2O3S,80.6,4.4,23,1,5,4,CC1=CC=C(C=C1)S(=O)(=O)C2=C(OC(=N2)C3=CC=CC=C3)NC,0,1
7384421,256.3,C15H16N2O2,49.4,1,19,1,2,2,C1CC2=C3C(=CC(=C2)NC(=O)C4CC4)CC(=O)N3C1,0,1
931965,301.34,C14H12FN5S,81.8,1.4,21,0,6,4,CN1C(=NN=C1SCC2=CC=C(C=C2)F)C3=NC=CN=C3,0,1
2908928,310.3,C18H18N2O3,72.6,1.8,23,1,3,4,COC1=CC=C(C=C1)N2C(=O)CCC2(C3=CC=CC=C3)C(=O)N,0,1
2919828,321.28,C14H15N3O6,122,0.2,23,1,6,4,COC(=O)CC1C(=O)NCCN1C(=O)C2=CC=C(C=C2)[N+](=O)[O-],0,1
5336832,372.2,C18H14BrNO3,57.6,3.6,23,1,3,2,CN1C(C(=C(C2=CC=CC=C2)O)C(=O)C1=O)C3=CC=C(C=C3)Br,0,1
