,CID,SID,Solubility_at_pH_7_4,target,Efficacy
11259,710859,49670230,48.4,0,
11260,2837966,47198010,5.2,0,157.58
11261,3835198,49666701,2.0,0,
11262,8760938,57261699,50.0,0,53.4703
11263,16190477,24798806,33.3,0,96.6302
11264,6622704,49670132,47.9,0,
11265,42912312,56315403,44.3,0,48.8635
11266,7206008,24816184,0.2,0,
11267,833152,49726728,46.3,0,
11268,735609,24816615,40.7,0,
11269,860139,47202458,0.7,0,
11270,18807513,49825863,33.7,0,
11271,2736478,26731406,17.0,0,
11272,582677,49644067,43.9,0,
11273,4962092,24831028,31.1,0,
11274,2990597,47199394,39.2,0,
11275,16187216,24780057,50.9,0,
11276,826894,26661972,46.1,0,
11277,24817803,49819199,1.2,0,
11278,3981051,24787444,40.8,0,
11279,135490174,26671234,1.2,0,
11280,9681990,24833670,33.9,0,
11281,1294128,24784885,40.7,0,
11282,4904708,49665073,13.1,0,35.8612
11283,16190731,24799060,45.4,0,69.9232
11284,16189572,24790529,48.2,0,
11285,5702992,49680401,3.5,0,
11286,9583316,26727092,0.4,0,
11287,1376206,47198481,27.9,0,153.825
11288,2634179,49672629,25.7,0,
11289,2983815,24793966,42.9,0,
11290,23724356,47203616,47.7,0,95.2292
11291,77039,14719320,29.3,0,
11292,135489946,49827432,2.7,0,107.49
11293,775600,49669280,14.5,0,
11294,2926974,24820851,36.2,0,73.2694
11295,722876,24804488,35.6,0,
11296,6887448,26671465,0.2,0,
11297,2799394,49671497,44.1,0,
11298,1034495,26658497,53.6,0,
11299,686151,49725548,33.0,0,
11300,135411884,24780598,2.9,0,
11301,135466028,24837654,38.6,0,
11302,820980,24809843,3.8,0,
11303,135650752,26666440,8.7,0,
11304,4800374,57255817,41.0,0,137.752
11305,711230,47200855,38.9,0,
11306,4366274,49646251,39.9,0,
11307,1943270,49647725,6.4,0,
11308,9629495,24825835,3.2,0,
11309,16193832,24812925,18.0,0,
11310,694431,49645374,45.8,0,105.333
11311,2887619,49646125,48.6,0,
11312,1550294,24784542,6.2,0,
11313,736355,26658896,24.2,0,
11314,700474,24804807,5.1,0,
11315,3914049,49668662,47.1,0,
11316,2558670,24835483,11.7,0,
11317,9682462,24827361,11.5,0,78.8753
11318,8030296,49646255,34.4,0,
11319,2852720,49727103,38.7,0,
11320,9593375,24817770,24.0,0,
11321,9631287,24782706,25.5,0,46.8956
11322,916986,49733226,23.4,0,
11323,2811845,26728765,0.6,0,
11324,2815677,26729968,34.5,0,
11325,6624390,49670476,41.4,0,
11326,1246746,49823971,2.3,0,
11327,935211,49815889,41.0,0,
11328,16456960,49821951,2.9,0,
11329,7423239,51087226,44.5,0,
11330,2989208,24804190,48.5,0,
11331,2989080,47199525,39.6,0,
11332,6464323,49724588,45.7,0,
11333,191,24797278,40.1,0,
11334,9684179,26661410,0.2,0,
11335,16194566,24815117,46.4,0,96.1589
11336,1548292,26661746,16.4,0,74.5572
11337,26518,24814941,27.6,0,
11338,135439787,24823690,39.2,0,
11339,3118018,24808807,53.3,0,
11340,876826,49733100,42.8,0,
11341,6498630,49733121,52.2,0,
11342,7770827,57258208,4.8,0,
11343,5841525,49823654,8.6,0,
11344,135656300,26666173,35.0,0,58.4295
11345,2818141,49672336,0.3,0,
11346,3423729,24831868,20.7,0,
11347,917057,26663060,5.9,0,89.752
11348,1520179,24803176,34.8,0,
11349,2434959,24829805,49.5,0,
11350,9611351,24837442,27.4,0,
11351,16193355,24811542,30.4,0,168.357
11352,3228431,49642367,2.9,0,
11353,919218,26671410,3.3,0,
11354,752166,49667285,42.1,0,
11355,6346588,24824655,7.1,0,60.9616
11356,2891989,49668944,39.9,0,
11357,9646131,49680834,3.2,0,112.812
11358,777054,49724961,48.8,0,
11359,292900,49672021,29.7,0,
11360,814169,49671652,50.3,0,
11361,24817904,49819529,1.3,0,
11362,4641052,24811731,0.3,0,
11363,2598144,24832325,44.1,0,
11364,8002817,49673413,26.4,0,
11365,2846208,47202114,29.1,0,124.648
11366,694979,24802438,39.6,0,
11367,859718,24822443,48.3,0,
11368,3663787,49670498,39.5,0,
11369,135445583,49671462,2.2,0,
11370,2740757,26727173,10.8,0,66.2769
11371,2281235,49678945,2.6,0,
11372,6852400,11533016,59.3,0,
11373,2508685,24825587,36.9,0,
11374,712790,49665190,25.8,0,
11375,1095469,49642044,44.5,0,
11376,2344661,24824737,20.8,0,
11377,3699930,47202035,0.7,0,109.505
11378,17576512,49646277,27.7,0,
11379,3702761,49648011,46.8,0,
11380,6493343,49678826,38.3,0,
11381,754175,49665537,5.1,0,
11382,9700419,49823905,15.2,0,51.0737
11383,2804749,49671386,39.6,0,
11384,5050002,24828466,41.9,0,
11385,9466971,49673569,50.0,0,
11386,808869,47201119,38.7,0,
11387,362861,49675576,46.4,0,129.018
11388,1104012,49733703,0.8,0,
11389,5836863,26727846,1.9,0,
11390,2779708,24807888,37.1,0,69.7922
11391,1901601,24785698,7.0,0,
11392,3786262,26659869,38.3,0,
11393,2873125,49643618,1.4,0,111.757
11394,2979766,24793947,40.0,0,
11395,7560362,49822305,48.2,0,
11396,2802755,26730462,56.0,0,
11397,767341,47200453,41.6,0,
11398,5219047,24837532,4.7,0,40.2443
11399,722385,24826141,27.8,0,
11400,760402,24810993,32.4,0,
11401,2448645,24836516,1.7,0,
11402,2956888,24792720,6.3,0,
11403,5716358,49671770,37.5,0,66.7954
11404,7110114,24816486,17.4,0,
11405,20179920,49824450,0.3,0,64.452
11406,6223750,49672847,3.5,0,71.9468
11407,941768,26670845,36.2,0,59.8085
11408,4400694,24837332,46.5,0,84.4498
11409,669323,49643783,39.9,0,
11410,16190137,24798466,27.6,0,
11411,709126,49641525,36.3,0,
11412,9616107,49824345,14.7,0,
11413,6466839,49816386,22.8,0,113.405
11414,1649108,26658727,37.6,0,
11415,2824308,26729083,35.6,0,
11416,2745716,26730384,25.4,0,
11417,6892736,24835545,25.1,0,
11418,2803710,26731797,29.2,0,
11419,689700,47202800,0.8,0,
11420,22330770,49670751,42.7,0,
11421,919728,26661799,31.5,0,
11422,3931873,47202784,0.2,0,
11423,1452344,49725788,35.4,0,
11424,2831029,24802715,38.3,0,
11425,23724165,47200379,28.3,0,
11426,6870714,26665627,33.4,0,
11427,2818483,49726846,48.3,0,39.2926
11428,5051123,26724332,7.3,0,53.8183
11429,3160794,49727939,49.1,0,126.343
11430,7503197,49680508,5.2,0,
11431,861738,49728660,8.8,0,
11432,5297225,49667112,19.7,0,
11433,2110505,24830331,43.4,0,
11434,1088720,24817835,39.7,0,
11435,1490530,49666102,3.8,0,
11436,3534004,26662110,6.6,0,
11437,3767092,49647691,1.0,0,
11438,16196721,24835175,37.5,0,
11439,948186,26660397,2.4,0,269.939
11440,2012635,26658648,51.8,0,
11441,6368251,24831662,3.6,0,
11442,3140501,49642198,40.4,0,
11443,2726548,26729506,6.2,0,
11444,24747458,49646311,20.9,0,
11445,2963486,24787540,48.5,0,70.8787
11446,1507022,49737505,49.7,0,72.4318
11447,1476755,49665838,39.4,0,
11448,135478356,26671402,44.5,0,
11449,3648878,49646331,0.1,0,
11450,16301818,57256260,2.1,0,
11451,6129,26730497,30.2,0,
11452,3662576,49677160,9.5,0,
11453,2818922,26729924,0.1,0,
11454,24817856,49819349,32.9,0,
11455,6498597,49728854,52.3,0,
11456,2974259,24795067,49.8,0,43.5608
11457,6490889,49678890,49.2,0,
11458,705160,49665290,49.3,0,
11459,717151,49679137,45.5,0,
11460,3586809,24821748,6.9,0,
11461,917541,49817157,44.4,0,
11462,725623,49670827,20.2,0,
11463,6885159,26662200,47.0,0,58.3618
11464,2825993,26729059,26.8,0,
11465,2766996,49665775,12.2,0,
11466,135439662,24821303,0.4,0,
11467,829924,26663508,44.8,0,
11468,550711,49644129,36.0,0,
11469,3163457,49727586,11.3,0,117.915
11470,22332819,49670612,50.0,0,
11471,2856224,24805243,0.3,0,487.358
11472,1587343,49645972,16.2,0,
11473,2822683,26730865,44.1,0,
11474,4026037,47202215,46.0,0,
11475,694855,26662734,42.2,0,
11476,5170671,49666579,47.4,0,
11477,1472740,24821853,12.3,0,
11478,3139418,47202982,50.5,0,
11479,4587300,26670986,0.2,0,
11480,20913531,49649480,43.4,0,
11481,2932615,24792848,30.8,0,
11482,24981766,56321734,44.9,0,
11483,4885703,26725859,54.4,0,
11484,3840189,26667229,40.8,0,61.9058
11485,2955831,24793669,0.4,0,
11486,4198019,24782639,41.3,0,
11487,17264329,49823953,0.4,0,
11488,16453817,49649122,0.7,0,
11489,16822728,49680114,36.9,0,
11490,4901031,49668232,7.4,0,
11491,4288120,24827970,38.4,0,
11492,5945190,24804591,1.2,0,
11493,9267126,57265358,45.8,0,
11494,731720,24822549,0.9,0,
11495,728593,26727277,41.4,0,
11496,24792544,49728895,49.1,0,
11497,10037511,49667842,36.8,0,
11498,16018087,49668160,43.3,0,96.3239
11499,22514420,49818691,44.4,0,
11500,3608314,49646107,47.4,0,
11501,797375,24818068,9.6,0,
11502,709192,49640826,39.0,0,
11503,2441502,24827251,44.8,0,
11504,15995984,24788613,2.3,0,
11505,2857826,24806195,44.8,0,
11506,9479766,49826601,39.1,0,
11507,2079669,24829319,8.0,0,
11508,2366343,49675896,16.7,0,
11509,2200502,47196643,16.0,0,
11510,799983,24785196,26.5,0,55.086
11511,54694066,49641252,0.4,0,159.319
11512,1486112,49666614,0.3,0,
11513,9638292,49666223,35.8,0,
11514,16187430,24781113,30.5,0,
11515,16193156,24810585,24.6,0,
11516,16190295,24798624,41.2,0,
11517,826349,24805648,26.0,0,
11518,1908405,26660506,45.4,0,
11519,4875289,24832563,42.6,0,
11520,2972258,24787881,44.0,0,
11521,7086349,24783225,2.8,0,37.5929
11522,718360,24795489,43.6,0,
11523,24792457,49727762,44.9,0,
11524,7254702,49677830,6.3,0,
11525,2028855,26663277,18.3,0,
11526,2216509,24792981,47.6,0,
11527,2521180,49673511,0.7,0,211.543
11528,774234,49673154,35.5,0,
11529,2939776,24807457,6.5,0,
11530,135438835,24788992,31.2,0,16.2556
11531,1809594,49680008,2.2,0,
11532,4875364,49677657,39.6,0,
11533,971862,24796315,46.2,0,
11534,2571647,24831521,10.9,0,
11535,5759698,49643994,15.4,0,
11536,2085163,49673141,4.2,0,
11537,973526,47197554,15.7,0,
11538,2226358,47196383,41.3,0,
11539,4120006,49677588,42.0,0,
11540,135466137,26657581,43.1,0,
11541,1245529,24794853,46.3,0,57.6595
11542,3220954,49726739,17.5,0,
11543,703060,24811017,20.2,0,
11544,2245599,47197944,14.0,0,
11545,3788452,26663005,53.6,0,
11546,291816,24804149,10.3,0,
11547,9505884,57259591,49.6,0,
11548,2789321,49669726,42.9,0,
11549,1432994,49644372,2.0,0,
11550,534075,24808284,25.9,0,
11551,4988879,49677811,4.1,0,
11552,24791436,49720836,41.8,0,81.1894
11553,5713872,26731721,0.6,0,
11554,839492,47201585,3.4,0,67.0298
11555,9584598,49671823,34.4,0,46.9524
11556,2788358,47204287,32.6,0,
11557,2806377,26728116,2.7,0,55.3547
11558,2108229,24832836,24.3,0,
11559,135642301,49669145,22.2,0,
11560,2738596,26730350,6.7,0,
11561,1572907,24788174,1.8,0,99.3765
11562,6472723,49816925,50.3,0,
11563,7207919,24815507,2.6,0,
11564,2027973,24809164,6.0,0,
11565,803360,49816278,48.7,0,83.9107
11566,7119147,24815408,51.6,0,
11567,3098312,47200972,51.4,0,92.8849
11568,4812624,49674921,38.9,0,
11569,2992843,47199363,25.5,0,
11570,135498814,49669185,0.2,0,
11571,6486726,47200490,36.7,0,
11572,9584532,26730879,1.1,0,
11573,862301,49678682,36.9,0,
11574,5331600,47199035,26.7,0,
11575,831646,24805835,21.1,0,
11576,3157522,47204039,0.2,0,151.714
11577,2967498,47197318,0.3,0,
11578,1836891,26665416,7.7,0,
11579,5717398,26662596,4.2,0,135.247
11580,5244697,26662656,48.7,0,116.406
11581,3143303,49827362,32.4,0,
11582,24747022,49643801,36.4,0,127.447
11583,4341450,24820520,38.9,0,
11584,748359,47200898,2.0,0,
11585,4563535,24825133,45.9,0,
11586,2841175,49647949,0.3,0,
11587,2863458,49668751,46.6,0,
11588,673627,49649376,1.3,0,
11589,1481859,24818305,2.3,0,
11590,2060565,24782459,4.1,0,67.5082
11591,753621,49649307,34.5,0,
11592,5185709,26665928,38.6,0,40.7364
11593,3698879,26663813,51.1,0,
11594,802673,24807219,0.5,0,
11595,4389908,49823929,46.5,0,
11596,1505342,24814851,37.5,0,
11597,16392441,49669386,49.7,0,
11598,16196726,24835285,47.5,0,81.4871
11599,2673406,49677410,16.8,0,
11600,4051152,24810495,30.5,0,
11601,24792913,49731965,43.7,0,
11602,6457936,47199923,15.4,0,
11603,9616968,49821995,36.8,0,
11604,2106682,49673734,47.5,0,
11605,6498559,49728839,50.9,0,
11606,2579680,24832870,42.9,0,
11607,2815908,49671889,33.7,0,130.072
11608,1481752,49666360,0.6,0,
11609,7690201,49828060,35.7,0,
11610,1219284,49827556,53.9,0,
11611,3808628,24820522,0.2,0,
11612,13498909,47195801,45.5,0,
11613,2115884,49674983,15.6,0,
11614,846131,24802053,8.3,0,
11615,1084341,49728284,47.3,0,
11616,567730,49670209,49.6,0,
11617,2874446,24836120,40.7,0,
11618,2319852,24837003,42.1,0,
11619,2242295,24794300,47.9,0,
11620,1955247,26659079,24.8,0,
11621,2354073,24828571,42.6,0,
11622,2322916,24831601,32.1,0,119.992
11623,9595134,49665320,4.6,0,99.82
11624,2097073,24825800,43.5,0,
11625,2386868,49677194,15.2,0,
11626,925269,47203377,11.1,0,
11627,6858676,47197165,18.0,0,
11628,694543,49671562,32.4,0,
11629,1880245,26671492,2.4,0,43.9797
11630,695731,24790684,2.0,0,
11631,3127707,49641054,45.8,0,173.464
11632,1093429,47203595,54.2,0,
11633,578565,24792179,51.7,0,
11634,2730131,26727772,0.4,0,126.843
11635,9675390,49677018,37.8,0,
11636,54679949,49728735,3.7,0,
11637,135421166,24788811,8.4,0,
11638,2967131,47197087,37.3,0,
11639,2822832,26730693,36.6,0,
11640,2974324,24794909,43.7,0,
11641,4875495,24831242,42.3,0,
11642,7037502,49675880,5.3,0,
11643,16250036,49673711,44.3,0,
11644,1243282,24782475,1.7,0,68.1943
11645,1508415,24785613,1.7,0,
11646,16188812,24785385,2.8,0,
11647,2175967,49644903,0.3,0,
11648,3146822,24789351,38.7,0,
11649,5348310,49733494,40.5,0,
11650,135752336,49679406,1.2,0,
11651,3778177,49666028,35.6,0,
11652,20958059,49670633,52.3,0,
11653,4988789,26667349,42.1,0,
11654,2348758,49676702,44.5,0,
11655,3161716,49727837,6.0,0,
11656,2996871,24803748,38.1,0,
11657,2834870,49644599,13.4,0,
11658,6890101,49828370,5.1,0,127.354
11659,802919,49727005,51.2,0,
11660,1392482,26663154,15.8,0,
11661,2939686,24820841,38.6,0,
11662,2427489,49673215,42.4,0,
11663,135613696,49677952,25.8,0,
11664,2784192,26730354,1.7,0,
11665,135651901,49667166,42.1,0,
11666,2746948,26729533,0.4,0,27.3949
11667,6403209,24783234,10.9,0,
11668,940009,26661510,27.9,0,36.7192
11669,690470,47200511,19.8,0,
11670,2554530,24834479,42.5,0,
11671,3227612,49733182,11.2,0,
11672,16682389,26663943,40.6,0,
11673,1092635,49665647,2.1,0,
11674,135410101,26727150,36.9,0,
11675,4150876,24813395,1.3,0,
11676,5002608,49670630,45.1,0,
11677,1473538,49666139,39.9,0,
11678,3160805,49726750,48.8,0,149.505
11679,1488723,24821674,32.4,0,
11680,7084874,49665884,46.9,0,
11681,1088600,24806730,4.9,0,
11682,5179108,24812333,28.3,0,
11683,8853376,49680318,3.4,0,77.254
11684,1077931,49727736,0.8,0,
11685,3712567,49731966,0.8,0,171.733
11686,2767923,24819070,46.3,0,
11687,3569860,26659540,20.8,0,
11688,9678681,24825355,39.9,0,
11689,930238,26663902,4.5,0,
11690,726927,26666596,26.7,0,
11691,5967725,47200575,0.6,0,
11692,3707498,49725777,50.0,0,
11693,2876243,47197910,12.8,0,
11694,2393742,24837212,0.7,0,109.046
11695,691436,49670726,50.9,0,
11696,7151316,49677682,40.0,0,
11697,3224354,49644799,0.1,0,
11698,4794971,49676624,33.0,0,
11699,2811743,26728315,45.6,0,
11700,5349881,17416102,48.1,0,
11701,6465188,47199024,50.6,0,
11702,16189985,24798158,35.7,0,
11703,809048,47200779,3.3,0,
11704,7150768,24816834,48.5,0,
11705,5260591,24818730,26.1,0,
11706,4153120,24825830,51.9,0,
11707,4877608,49674885,45.1,0,
11708,3155182,24807198,48.3,0,
11709,2049450,49677541,0.3,0,96.2483
11710,2805608,50085592,14.1,0,122.215
11711,7834041,56322485,42.9,0,
11712,5348246,47203059,1.0,0,75.9192
11713,2316806,26670409,45.1,0,
11714,5333703,49819331,2.5,0,
11715,684658,47201543,34.7,0,
11716,723484,47204364,3.2,0,
11717,6876216,49825649,0.4,0,
11718,2402930,26657986,46.9,0,
11719,3545931,26670927,13.7,0,
11720,3869755,47196122,34.9,0,
11721,116246,47203692,24.1,0,
11722,2219416,24788361,14.6,0,
11723,889455,24802160,5.5,0,
11724,979325,26662288,11.8,0,
11725,3306133,24811250,41.9,0,
11726,1872318,26662852,48.3,0,
11727,135558932,26725757,1.9,0,104.9
11728,2747120,26728526,0.3,0,
11729,2975078,47199444,32.6,0,
11730,915186,49667832,34.1,0,
11731,24816587,49816364,43.4,0,
11732,1472438,24819090,33.5,0,
11733,5389209,858685,50.6,0,102.827
11734,4969162,24827616,43.8,0,
11735,9552390,24820429,4.8,0,103.724
11736,24980695,56319272,47.8,0,
11737,6871707,47204545,46.6,0,
11738,2209457,24793097,38.3,0,
11739,2887735,49668284,49.0,0,
11740,747947,49648754,7.0,0,
11741,1472385,24822101,22.5,0,
11742,4822129,49729095,43.7,0,
11743,3219486,24796717,30.9,0,
11744,6465765,47199096,43.7,0,
11745,732474,47198850,1.3,0,
11746,670776,47200851,1.8,0,
11747,833770,49644773,19.3,0,
11748,9609607,24828292,2.8,0,66.1308
11749,20868631,49679554,0.7,0,
11750,6876295,26661949,34.7,0,
11751,572519,24807511,6.1,0,57.8829
11752,2111915,49674609,0.7,0,
11753,1433144,49678510,33.8,0,
11754,2809366,26729762,6.2,0,
11755,16010837,49649285,1.3,0,
11756,3716796,49671114,49.4,0,
11757,1134195,49641387,39.2,0,
11758,5347959,17416061,0.2,0,
11759,16195550,24823704,8.0,0,
11760,6909017,49675924,0.2,0,
11761,2150975,24815273,1.8,0,81.9922
11762,4304677,49676708,39.6,0,
11763,2930564,49648869,2.6,0,
11764,3156711,24809030,36.0,0,
11765,683987,24802647,15.6,0,
11766,2523434,26657826,41.8,0,
11767,2078340,24824818,8.2,0,71.0455
11768,3188202,49644216,2.5,0,
11769,910009,26662041,23.1,0,
11770,16247397,49672563,46.5,0,
11771,4003533,26663837,52.0,0,
11772,135401676,47204185,26.5,0,
11773,2743647,26729749,17.1,0,
11774,7162123,24782292,7.8,0,
11775,16196747,24835608,34.3,0,35.7442
11776,2958823,24794425,46.1,0,77.7001
11777,6904551,26657469,3.7,0,37.6025
11778,4962322,49673242,22.8,0,
11779,9622454,24837578,0.7,0,51.2135
11780,135487277,49646772,0.4,0,
11781,4373386,26670132,50.3,0,
11782,5350152,49677631,39.6,0,115.187
11783,677488,47201925,0.6,0,
11784,17279014,49823430,2.9,0,
11785,760993,24821761,31.4,0,76.5829
11786,4417679,24816588,4.4,0,72.2446
11787,5297648,49668982,38.3,0,
11788,4103249,24784958,32.0,0,
11789,16196696,24834706,50.5,0,
11790,2813994,49671622,18.4,0,
11791,24746909,49642716,45.0,0,
11792,1475552,49665936,16.8,0,
11793,3221711,24804744,3.7,0,
11794,9679,50086445,18.9,0,
11795,934900,24790735,8.7,0,
11796,9608563,24823578,9.8,0,
11797,7080794,24815852,46.6,0,
11798,2215137,49726579,1.7,0,
11799,4880172,26670279,50.2,0,
11800,2391,855868,54.2,0,
11801,2225578,24795756,0.6,0,
11802,17284891,49824030,50.5,0,
11803,1383671,26725818,0.4,0,
11804,6471265,47199580,3.1,0,
11805,909832,24804370,39.1,0,
11806,9566912,49726748,33.1,0,
11807,2083760,24829739,0.7,0,34.7127
11808,761921,49640914,40.1,0,165.621
11809,135426527,24801703,2.5,0,
11810,5163692,24818926,35.0,0,56.2775
11811,24792376,49727059,0.6,0,
11812,2600480,49672491,45.3,0,
11813,2229748,24797170,52.6,0,
11814,2414970,24828801,26.3,0,
11815,8069849,49647779,42.9,0,97.9095
11816,6881320,26661630,1.1,0,
11817,875502,26663314,1.6,0,69.4359
11818,882627,47198395,35.5,0,
11819,9580834,26729327,10.7,0,
11820,801802,49665427,44.0,0,
11821,824412,49665601,43.2,0,
11822,366976,49669189,12.4,0,
11823,774033,49643856,30.6,0,
11824,7851946,49828757,4.8,0,
11825,566162,26727348,1.3,0,69.9174
11826,3730168,49648952,46.9,0,73.4053
11827,6906359,24829670,34.9,0,
11828,840302,49641060,32.4,0,
11829,24100086,49668461,0.2,0,
11830,135472852,24817251,0.2,0,
11831,16681779,26658802,31.8,0,
11832,9626311,49823458,35.4,0,
11833,2894533,24805294,36.3,0,
11834,24539686,49820849,44.5,0,
11835,4908338,49664979,44.0,0,
11836,3108523,24807599,38.0,0,
11837,5333145,49642967,27.3,0,
11838,9547884,26728034,34.0,0,53.0316
11839,3227981,24821046,16.4,0,
11840,6472859,49640722,23.8,0,
11841,5727538,24792210,0.2,0,
11842,16681791,26659008,52.4,0,80.4789
11843,1093865,49733622,0.3,0,
11844,5731619,49649238,11.2,0,
11845,2444076,24832681,40.4,0,66.447
11846,3160148,49732987,48.4,0,
11847,2743636,26729107,8.0,0,
11848,2799527,26730000,4.0,0,
11849,9594941,24808318,15.1,0,
11850,54687871,24817883,43.1,0,
11851,6466398,49717684,40.6,0,
11852,2795736,26729692,52.7,0,90.8547
11853,2864134,47201294,0.3,0,
11854,2109219,24830209,51.4,0,
11855,135517567,57261193,41.6,0,
11856,9587797,49827180,8.0,0,116.583
11857,2746711,49671330,23.2,0,
11858,135495848,49641671,3.1,0,43.9059
11859,7197194,49680388,1.0,0,
11860,6469777,47200081,38.1,0,47.6118
11861,2816379,26729770,5.2,0,
11862,1863025,49667320,0.2,0,
11863,22551846,49736259,43.9,0,
11864,3162005,24803703,16.4,0,
11865,2626055,49827724,39.8,0,
11866,2818792,49671854,2.0,0,
11867,3760804,24841199,45.9,0,
11868,478246,49673865,3.1,0,
11869,4111681,49670542,36.0,0,
11870,4458963,24788396,0.3,0,65.9396
11871,1250810,47199725,38.4,0,
11872,935188,47196674,41.2,0,
11873,2769955,24834364,48.8,0,
11874,5298135,49668888,20.9,0,
11875,2973654,24806430,37.1,0,
11876,9467462,24841204,44.6,0,
11877,4885279,24825493,41.1,0,
11878,7469206,49820638,47.3,0,45.7293
11879,135647883,49823509,18.8,0,95.5776
11880,740244,24790514,47.6,0,
11881,135779771,26671544,41.6,0,161.532
11882,8622910,57263100,45.2,0,
11883,2267094,49668261,34.4,0,
11884,19574111,49823950,15.9,0,
11885,717938,49643350,0.5,0,
11886,2971133,49825328,36.7,0,
11887,54687868,49671450,47.0,0,
11888,2898168,47203174,0.6,0,
11889,2914849,47200889,39.8,0,
11890,24819111,49825982,23.6,0,
11891,2985868,47198979,44.2,0,
11892,4879123,26657839,33.8,0,
11893,2801017,26726846,5.7,0,57.6773
11894,1477271,49648964,42.3,0,
11895,678080,47201533,43.2,0,101.374
11896,6468689,49816732,42.5,0,
11897,6499830,49732903,45.9,0,
11898,3158021,24806375,1.5,0,
11899,135515832,49648720,51.4,0,
11900,672621,49643396,49.9,0,
11901,9593090,24806904,20.1,0,
11902,3137924,24822506,35.9,0,
11903,2128506,24835500,52.1,0,
11904,1462703,49681015,40.9,0,
11905,5345060,49642843,50.1,0,
11906,24238725,49827440,49.2,0,
11907,2822870,26730873,46.7,0,
11908,946613,26666917,42.3,0,
11909,2994477,47197059,15.1,0,
11910,2352744,49826468,40.3,0,
11911,16195036,24816882,54.9,0,
11912,2818951,26729780,8.2,0,
11913,23724241,47201398,30.6,0,148.162
11914,7389,8139922,32.6,0,
11915,135418928,26727156,28.8,0,
11916,24747767,49648346,52.8,0,
11917,9587861,24792888,49.6,0,
11918,135521212,49677427,44.2,0,131.323
11919,2811766,26728311,2.3,0,
11920,914740,26666842,28.8,0,
11921,2767604,49666269,43.5,0,
11922,2554200,49823846,34.8,0,62.8828
11923,2087029,49724902,51.5,0,
11924,3541431,24811435,36.4,0,
11925,16430520,49821867,61.8,0,135.987
11926,16305279,49680565,44.3,0,
11927,3227972,24808855,35.1,0,
11928,830451,24836796,29.3,0,
11929,941794,49825101,38.0,0,66.5397
11930,2150683,24815069,0.3,0,
11931,2807627,49671977,28.0,0,
11932,721643,24793965,45.6,0,67.9309
11933,4857478,49677152,51.0,0,105.368
11934,2049448,49678208,0.6,0,
11935,3259634,26666561,20.7,0,
11936,3110316,49645302,46.1,0,
11937,135425358,24809765,51.1,0,
11938,3145057,47204184,28.0,0,
11939,2707548,49677358,2.4,0,
11940,2876269,49733491,35.4,0,
11941,135477217,49642916,49.9,0,
11942,5889859,26658490,28.9,0,
11943,4881079,49674435,46.0,0,
11944,4081601,49667078,51.9,0,
11945,2650216,49677621,51.5,0,
11946,1541625,24816063,3.2,0,77.5743
11947,16188952,24786145,19.6,0,
11948,2768975,24815822,31.7,0,
11949,854758,24808724,9.9,0,
11950,4134110,57261489,3.7,0,
11951,3077985,26659778,28.2,0,
11952,6881769,49828789,45.0,0,
11953,117071,24836034,43.5,0,
11954,6483961,47204561,43.6,0,
11955,2725779,50086406,51.5,0,
11956,941988,49646234,41.3,0,
11957,943695,26659455,41.9,0,47.383
11958,942671,26667377,18.9,0,
11959,885232,26659989,1.9,0,
11960,7695818,57259409,16.4,0,102.669
11961,828758,49827318,52.1,0,
11962,4794395,49672786,6.1,0,
11963,6881859,26671241,47.2,0,
11964,99599,49672056,0.7,0,
11965,1534752,24816136,43.0,0,
11966,943337,49647494,45.7,0,
11967,2066150,47202633,0.7,0,
11968,3989178,24812581,43.2,0,
11969,866888,26666000,39.7,0,
11970,484118,49671923,33.2,0,
11971,2990822,49681032,2.0,0,68.2344
11972,4895563,49647509,49.3,0,
11973,3740686,26665411,57.7,0,
11974,7119107,24815140,42.4,0,
11975,2532557,49824255,43.7,0,93.4046
11976,16682233,26661717,45.6,0,
11977,6263397,24805319,3.9,0,
11978,2367813,49672557,11.2,0,
11979,2087588,24832198,35.0,0,
11980,6617300,49679635,0.5,0,
11981,2349968,24829549,15.7,0,47.5199
11982,6501598,49665261,3.4,0,
11983,9438491,49675189,37.6,0,
11984,6419965,11533033,55.6,0,
11985,717029,49726111,26.7,0,
11986,2966559,24786000,40.5,0,
11987,399618,49668017,1.4,0,92.7956
11988,1908371,26662428,33.3,0,
11989,1581462,24802453,0.6,0,
11990,3155288,24805010,19.1,0,
11991,1250258,24796009,0.5,0,53.737
11992,937063,49728143,6.0,0,87.297
11993,16380000,56323236,44.2,0,
11994,4876116,49680833,49.4,0,
11995,3647,855883,49.7,0,89.7811
11996,9262304,49675604,45.4,0,
11997,135403330,24780396,45.2,0,
11998,748252,24809162,40.0,0,
11999,2959627,24786963,27.0,0,
12000,3688853,24833343,31.7,0,
12001,2225348,24791077,36.4,0,
12002,2080666,26658297,0.4,0,
12003,3831728,26662607,45.4,0,39.7819
12004,3309585,49646336,20.9,0,94.2252
12005,3589942,49679504,33.0,0,126.291
12006,17262229,49827832,0.3,0,
12007,1247033,24790796,35.8,0,
12008,3288684,24819039,44.6,0,
12009,135440734,26670997,32.9,0,
12010,2968840,24794895,47.8,0,
12011,20921965,49669265,3.7,0,
12012,2576679,49719426,41.9,0,
12013,2603763,24826800,38.2,0,
12014,16239390,24827196,43.8,0,60.5878
